Image,StyleLoss,name,index
"00010-11-(manga,outlines_1.3),1girl,white background,portrait.png",8184081474.064516,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00011-12-(manga,outlines_1.3),1girl,white background,portrait.png",8627505160.258064,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00012-13-(manga,outlines_1.3),1girl,white background,portrait.png",8067345606.193548,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00013-14-(manga,outlines_1.3),1girl,white background,portrait.png",8079918018.064516,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00014-15-(manga,outlines_1.3),1girl,white background,portrait.png",11286038528.0,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00015-16-(manga,outlines_1.3),1girl,white background,portrait.png",8582890974.967742,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00016-17-(manga,outlines_1.3),1girl,white background,portrait.png",10427788783.483871,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00017-18-(manga,outlines_1.3),1girl,white background,portrait.png",11646445931.35484,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00018-19-(manga,outlines_1.3),1girl,white background,portrait.png",8603295454.967741,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00019-20-(manga,outlines_1.3),1girl,white background,portrait.png",9823533568.0,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00020-21-(manga,outlines_1.3),1girl,white background,portrait.png",10037199393.032259,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00021-22-(manga,outlines_1.3),1girl,white background,portrait.png",10961154312.258064,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00022-23-(manga,outlines_1.3),1girl,white background,portrait.png",11375277278.967741,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00023-24-(manga,outlines_1.3),1girl,white background,portrait.png",8635443819.35484,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00024-25-(manga,outlines_1.3),1girl,white background,portrait.png",8438663151.4838705,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00025-26-(manga,outlines_1.3),1girl,white background,portrait.png",8223209389.419354,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00026-27-(manga,outlines_1.3),1girl,white background,portrait.png",9625343042.064516,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00027-28-(manga,outlines_1.3),1girl,white background,portrait.png",9549614385.548388,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00028-29-(manga,outlines_1.3),1girl,white background,portrait.png",9124236469.67742,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00029-30-(manga,outlines_1.3),1girl,white background,portrait.png",8631806612.64516,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00030-31-(manga,outlines_1.3),1girl,white background,portrait.png",11030056926.967741,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00031-32-(manga,outlines_1.3),1girl,white background,portrait.png",8236486177.032258,AWPainting 1.1_v1.1.safetensors-Style-1,1
"00000-1-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2722902048.0,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00001-2-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3062479648.0,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00002-3-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3502357024.0,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00003-4-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3664468614.4,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00004-5-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3018769779.2,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00005-6-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2611898252.8,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00006-7-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2950950284.8,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00007-8-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2708430278.4,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00008-9-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2835175769.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00009-10-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2622867865.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00010-11-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2765629068.8,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00011-12-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2795875456.0,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00012-13-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2861827257.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00013-14-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3741773459.2,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00014-15-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3014284224.0,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00015-16-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2892443180.8,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00016-17-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3661332185.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00017-18-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2607441561.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00018-19-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2774527347.2,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00019-20-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2659491091.2,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00020-21-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2996746457.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00021-22-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2619966406.4,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00022-23-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2683091436.8,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00023-24-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2645149017.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00024-25-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2733382848.0,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00025-26-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2730305075.2,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00026-27-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3142379801.6,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00027-28-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2755915923.2,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00028-29-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2777585363.2,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00029-30-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3158136614.4,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00030-31-(photorealistic,realistic_1.3),1girl,white background,portrait.png",2949514694.4,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00031-32-(photorealistic,realistic_1.3),1girl,white background,portrait.png",3425351622.4,AWPainting 1.1_v1.1.safetensors-Style-2,2
"00000-1-(isometric art style_1.3),building, white background,.png",4693360051.2,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00001-2-(isometric art style_1.3),building, white background,.png",3630507456.0,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00002-3-(isometric art style_1.3),building, white background,.png",4307142297.6,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00003-4-(isometric art style_1.3),building, white background,.png",3088650444.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00004-5-(isometric art style_1.3),building, white background,.png",4153674188.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00005-6-(isometric art style_1.3),building, white background,.png",3091870374.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00006-7-(isometric art style_1.3),building, white background,.png",3635639641.6,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00007-8-(isometric art style_1.3),building, white background,.png",3942059334.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00008-9-(isometric art style_1.3),building, white background,.png",2290464316.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00009-10-(isometric art style_1.3),building, white background,.png",4198771494.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00010-11-(isometric art style_1.3),building, white background,.png",2613102348.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00011-12-(isometric art style_1.3),building, white background,.png",3267412934.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00012-13-(isometric art style_1.3),building, white background,.png",3533046540.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00013-14-(isometric art style_1.3),building, white background,.png",3629657152.0,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00014-15-(isometric art style_1.3),building, white background,.png",3019910041.6,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00015-16-(isometric art style_1.3),building, white background,.png",3261092857.6,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00016-17-(isometric art style_1.3),building, white background,.png",4347100160.0,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00017-18-(isometric art style_1.3),building, white background,.png",3890216550.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00018-19-(isometric art style_1.3),building, white background,.png",3417722252.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00019-20-(isometric art style_1.3),building, white background,.png",3325925798.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00020-21-(isometric art style_1.3),building, white background,.png",3743227993.6,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00021-22-(isometric art style_1.3),building, white background,.png",3179598579.2,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00022-23-(isometric art style_1.3),building, white background,.png",3679806003.2,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00023-24-(isometric art style_1.3),building, white background,.png",3952414771.2,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00024-25-(isometric art style_1.3),building, white background,.png",3471982412.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00025-26-(isometric art style_1.3),building, white background,.png",3918324147.2,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00026-27-(isometric art style_1.3),building, white background,.png",3002506278.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00027-28-(isometric art style_1.3),building, white background,.png",3679001420.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00028-29-(isometric art style_1.3),building, white background,.png",2211566022.4,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00029-30-(isometric art style_1.3),building, white background,.png",3959943520.0,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00030-31-(isometric art style_1.3),building, white background,.png",3620882713.6,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00031-32-(isometric art style_1.3),building, white background,.png",3728751180.8,AWPainting 1.1_v1.1.safetensors-Style-3,3
"00000-1-(low poly art style_1.3),dog,white background.png",6497936384.0,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00001-2-(low poly art style_1.3),dog,white background.png",4706639465.411765,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00002-3-(low poly art style_1.3),dog,white background.png",3530368843.2941175,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00003-4-(low poly art style_1.3),dog,white background.png",4629171960.470589,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00004-5-(low poly art style_1.3),dog,white background.png",3820788216.470588,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00005-6-(low poly art style_1.3),dog,white background.png",6305475026.823529,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00006-7-(low poly art style_1.3),dog,white background.png",10189694102.588236,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00007-8-(low poly art style_1.3),dog,white background.png",5472014403.764706,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00008-9-(low poly art style_1.3),dog,white background.png",5418119303.529411,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00009-10-(low poly art style_1.3),dog,white background.png",4788193099.294118,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00010-11-(low poly art style_1.3),dog,white background.png",9281958098.82353,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00011-12-(low poly art style_1.3),dog,white background.png",7239021357.176471,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00012-13-(low poly art style_1.3),dog,white background.png",4882773729.882353,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00013-14-(low poly art style_1.3),dog,white background.png",5961079868.235294,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00014-15-(low poly art style_1.3),dog,white background.png",5467304929.882353,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00015-16-(low poly art style_1.3),dog,white background.png",5883121121.882353,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00016-17-(low poly art style_1.3),dog,white background.png",7275172246.588235,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00017-18-(low poly art style_1.3),dog,white background.png",5899158708.705882,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00018-19-(low poly art style_1.3),dog,white background.png",7400213865.411765,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00019-20-(low poly art style_1.3),dog,white background.png",5543874861.176471,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00020-21-(low poly art style_1.3),dog,white background.png",4035511280.9411764,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00021-22-(low poly art style_1.3),dog,white background.png",5121075817.411765,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00022-23-(low poly art style_1.3),dog,white background.png",8290471589.6470585,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00023-24-(low poly art style_1.3),dog,white background.png",6423672018.823529,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00024-25-(low poly art style_1.3),dog,white background.png",8501559461.6470585,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00025-26-(low poly art style_1.3),dog,white background.png",5063360752.941176,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00026-27-(low poly art style_1.3),dog,white background.png",5626524687.058824,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00027-28-(low poly art style_1.3),dog,white background.png",5366574938.3529415,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00028-29-(low poly art style_1.3),dog,white background.png",3716164321.882353,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00029-30-(low poly art style_1.3),dog,white background.png",4637606249.411765,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00030-31-(low poly art style_1.3),dog,white background.png",5713003015.529411,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00031-32-(low poly art style_1.3),dog,white background.png",7666198452.705882,AWPainting 1.1_v1.1.safetensors-Style-4,4
"00000-1-(lineart art style_1.3),1girl,white background,portrait.png",22090234583.57895,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00001-2-(lineart art style_1.3),1girl,white background,portrait.png",25226839363.36842,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00002-3-(lineart art style_1.3),1girl,white background,portrait.png",22946763802.94737,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00003-4-(lineart art style_1.3),1girl,white background,portrait.png",18592496020.210526,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00004-5-(lineart art style_1.3),1girl,white background,portrait.png",23708348550.736843,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00005-6-(lineart art style_1.3),1girl,white background,portrait.png",23796837564.63158,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00006-7-(lineart art style_1.3),1girl,white background,portrait.png",20287972513.68421,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00007-8-(lineart art style_1.3),1girl,white background,portrait.png",20015950389.894737,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00008-9-(lineart art style_1.3),1girl,white background,portrait.png",21774403422.31579,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00009-10-(lineart art style_1.3),1girl,white background,portrait.png",19165325231.157894,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00010-11-(lineart art style_1.3),1girl,white background,portrait.png",21619217798.736843,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00011-12-(lineart art style_1.3),1girl,white background,portrait.png",19336045702.736843,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00012-13-(lineart art style_1.3),1girl,white background,portrait.png",17956713081.263157,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00013-14-(lineart art style_1.3),1girl,white background,portrait.png",19112926234.94737,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00014-15-(lineart art style_1.3),1girl,white background,portrait.png",19400804837.05263,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00015-16-(lineart art style_1.3),1girl,white background,portrait.png",21088527198.31579,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00016-17-(lineart art style_1.3),1girl,white background,portrait.png",19220907466.105263,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00017-18-(lineart art style_1.3),1girl,white background,portrait.png",18564719077.05263,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00018-19-(lineart art style_1.3),1girl,white background,portrait.png",18058600960.0,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00019-20-(lineart art style_1.3),1girl,white background,portrait.png",18993921239.57895,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00020-21-(lineart art style_1.3),1girl,white background,portrait.png",24158017940.210526,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00021-22-(lineart art style_1.3),1girl,white background,portrait.png",21001445968.842106,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00022-23-(lineart art style_1.3),1girl,white background,portrait.png",21146510605.473682,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00023-24-(lineart art style_1.3),1girl,white background,portrait.png",19978901571.36842,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00024-25-(lineart art style_1.3),1girl,white background,portrait.png",19922767494.736843,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00025-26-(lineart art style_1.3),1girl,white background,portrait.png",18222311599.157894,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00026-27-(lineart art style_1.3),1girl,white background,portrait.png",21112696212.210526,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00027-28-(lineart art style_1.3),1girl,white background,portrait.png",22110085173.894737,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00028-29-(lineart art style_1.3),1girl,white background,portrait.png",21605025064.42105,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00029-30-(lineart art style_1.3),1girl,white background,portrait.png",17696906266.94737,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00030-31-(lineart art style_1.3),1girl,white background,portrait.png",18135629177.263157,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00031-32-(lineart art style_1.3),1girl,white background,portrait.png",20176071046.736843,AWPainting 1.1_v1.1.safetensors-Style-5,5
"00000-1-(3D_1.3),1girl,white background,portrait,dress.png",3023800996.571429,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00001-2-(3D_1.3),1girl,white background,portrait,dress.png",3073585010.285714,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00002-3-(3D_1.3),1girl,white background,portrait,dress.png",2670370619.428571,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00003-4-(3D_1.3),1girl,white background,portrait,dress.png",2558579088.0,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00004-5-(3D_1.3),1girl,white background,portrait,dress.png",2734159721.142857,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00005-6-(3D_1.3),1girl,white background,portrait,dress.png",3122623616.0,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00006-7-(3D_1.3),1girl,white background,portrait,dress.png",2830406130.285714,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00007-8-(3D_1.3),1girl,white background,portrait,dress.png",2612655613.714286,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00008-9-(3D_1.3),1girl,white background,portrait,dress.png",2724475053.714286,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00009-10-(3D_1.3),1girl,white background,portrait,dress.png",2387521259.428571,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00010-11-(3D_1.3),1girl,white background,portrait,dress.png",2925979072.0,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00011-12-(3D_1.3),1girl,white background,portrait,dress.png",3080238706.285714,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00012-13-(3D_1.3),1girl,white background,portrait,dress.png",2501495371.428571,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00013-14-(3D_1.3),1girl,white background,portrait,dress.png",2518378196.571429,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00014-15-(3D_1.3),1girl,white background,portrait,dress.png",2850198244.571429,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00015-16-(3D_1.3),1girl,white background,portrait,dress.png",2625154573.714286,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00016-17-(3D_1.3),1girl,white background,portrait,dress.png",2921663158.857143,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00017-18-(3D_1.3),1girl,white background,portrait,dress.png",2487701108.571429,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00018-19-(3D_1.3),1girl,white background,portrait,dress.png",2635066409.142857,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00019-20-(3D_1.3),1girl,white background,portrait,dress.png",2825077803.428571,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00020-21-(3D_1.3),1girl,white background,portrait,dress.png",2614461705.142857,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00021-22-(3D_1.3),1girl,white background,portrait,dress.png",2806235638.857143,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00022-23-(3D_1.3),1girl,white background,portrait,dress.png",2625431323.428571,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00023-24-(3D_1.3),1girl,white background,portrait,dress.png",2739100333.714286,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00024-25-(3D_1.3),1girl,white background,portrait,dress.png",2686946720.0,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00025-26-(3D_1.3),1girl,white background,portrait,dress.png",2731937138.285714,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00026-27-(3D_1.3),1girl,white background,portrait,dress.png",2612431890.285714,AWPainting 1.1_v1.1.safetensors-Style-6,6
"00027-28-(3D_1.3),1girl,white background,portrait,dress.png",2611857161.142857,AWPainting 1.1_v1.1.safetensors-Style-6,6
